40265,0.0983908940954
40266,0.0649844030204
40267,0.151364552894
40268,0.186952568069
40269,0.460165596173
40270,0.262536608524
40271,0.110251359931
40272,0.169852365378
40273,0.151905993356
40274,0.0305013713268
40275,0.76284405093
40276,0.776360509451
40277,0.0647808392981
40278,0.222240613518
40279,0.057081101422
40280,0.0627577559768
40281,0.0736630022115
40282,0.0979437255898
40283,0.127112843
40284,0.10395830653
40285,0.521315960237
40286,0.102513504073
40287,0.0780274624734
40288,0.0992305293551
40289,0.335314448316
40290,0.0972907057602
40291,0.346354349725
40292,0.254810619771
40293,0.427891835986
40294,0.447166857307
40295,0.180007667241
40296,0.171624137826
40297,0.35253904929
40298,0.348715025893
40299,0.0565734369513
40300,0.0473266398282
40301,0.123826056571
40302,0.464026940718
40303,0.0810572701066
40304,0.439371490565
40305,0.2634570362
40306,0.0495200752768
40307,0.278994724319
40308,0.201021378637
40309,0.0614634071484
40310,0.129528892795
40311,0.230318508509
40312,0.115319726005
40313,0.166437325446
40314,0.094976265403
40315,0.0743851400993
40316,0.191490860463
40317,0.831496125214
40318,0.0841165793013
40319,0.122822430114
40320,0.422571214462
40321,0.128769426587
40322,0.0935926423689
40323,0.654511186469
40324,0.329498243134
40325,0.110590733703
40326,0.68670028387
40327,0.0980348549583
40328,0.111409529985
40329,0.193445983286
40330,0.199764894937
40331,0.452810727473
40332,0.081105650419
40333,0.319747049849
40334,0.146080758246
40335,0.0607215318413
40336,0.0694093357892
40337,0.242194071065
40338,0.109235496642
40339,0.160899157979
40340,0.121781832064
40341,0.087925887225
40342,0.295859983219
40343,0.0849562108974
40344,0.527937697538
40345,0.0677502165985
40346,0.281583290095
40347,0.213891914646
40348,0.774829621618
40349,0.132536731841
40350,0.0586329322898
40351,0.103643627148
40352,0.216592122191
40353,0.709323672522
40354,0.142958514687
40355,0.313772155461
40356,0.239441794473
40357,0.229276892013
40358,0.386447084487
40359,0.128476287198
40360,0.12526522164
40361,0.218207910543
40362,0.25438341757
40363,0.19506291373
40364,0.113701597023
40365,0.313915480715
40366,0.133745446039
40367,0.0503902306974
40368,0.53325186922
40369,0.165317144257
40370,0.0583133920145
40371,0.170829996875
